name,full_name,short_name,image,height,weight,positions,date_of_birth,transfer_value,wage,preferred_foot,club_name,club_logo,club_kit_number,club_joined,club_contract_valid_until,country_flag,fc_profile_id,fc_club_id,total_apps,starting_apps,sub_apps,mins_played,motm,rating,red,yellow,goals,assists,shots_per_game,dribbles_per_game,fouled_per_game,offside_per_game,possession_lost_per_game,bad_touch_per_game,key_passes_per_game,passes_per_game,pass_accuracy,cross_per_game,long_pass_per_game,through_pass_per_game,tackles_per_game,interceptions_per_game,fouls_per_game,clearances_per_game,dribbled_past_per_game,blocks_per_game,own_goals
Ederson,Ederson Santana de Moraes,Ederson,https://cdn.futbin.com/content/fifa24/img/players/210257.png,188,190,GK,1993-08-17,€70M,€210K,left,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,31,2017-07-01,2026,https://cdn.sofifa.net/flags/br.png,210257.0,10,11,11,0,990,0,6.67,0,2,0,0,0,0,0.1,0,0,0,0.1,39.9,82.9,0,7.1,0,0,0,0,0.3,0.1,0,0
Rúben Dias,Rúben dos Santos Gato Alves Dias,Rúben Dias,https://cdn.futbin.com/content/fifa24/img/players/239818.png,187,181,CB,1997-05-14,€106.5M,€250K,right,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,3,2020-09-29,2027,https://cdn.sofifa.net/flags/pt.png,239818.0,10,10,9,1,826,0,6.65,0,0,0,0,0.6,0,0.5,0,0.1,0.1,0.1,82.2,93.1,0.2,2.3,0.1,0.9,1,0.8,2.6,0.4,0.3,1
John Stones,John Stones,J. Stones,https://cdn.futbin.com/content/fifa24/img/players/203574.png,188,168,"CB,RB",1994-05-28,€49.5M,€180K,right,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,5,2016-08-09,2026,https://cdn.sofifa.net/flags/gb-eng.png,203574.0,10,4,3,1,258,0,6.56,0,0,0,0,0,0,0.3,0,0.5,0,0.8,40,97.5,0,1.5,0,0.5,0.5,0.3,1,0.3,0,0
Sergio Gómez,Sergio Gómez Martín,Sergio Gómez,https://cdn.futbin.com/content/fifa24/img/players/241811.png,171,150,LB,2000-09-04,€9M,€64K,left,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,21,2022-08-16,2026,https://cdn.sofifa.net/flags/es.png,241811.0,10,2,0,2,15,0,6.48,0,0,0,1,0,1,0,0,0,0,0.5,7,85.7,0,0,0,0,0.5,0.5,0,0,0,0
Matheus Nunes,Matheus Luiz Nunes,Matheus Nunes,https://cdn.futbin.com/content/fifa24/img/players/253124.png,183,168,"CM,LM",1998-08-27,€26.5M,€100K,right,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,27,2023-09-01,2028,https://cdn.sofifa.net/flags/pt.png,253124.0,10,5,2,3,200,0,6.43,0,0,0,1,0,0.4,0.8,0,0.6,1.4,0.2,27.2,91.9,0.2,0.4,0,0.8,0,0.6,1,0.8,0.2,0
Kevin De Bruyne,Kevin De Bruyne,K. De Bruyne,https://cdn.futbin.com/content/fifa24/img/players/192985.png,181,165,"CM,CAM",1991-06-28,€103M,€350K,right,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,17,2015-08-30,2025,https://cdn.sofifa.net/flags/be.png,192985.0,10,1,1,0,23,0,6.38,0,0,0,0,1,0,0,0,0,0,1,6,66.7,2,0,0,0,0,1,0,0,0,0
Aymeric Laporte,Aymeric Laporte,A. Laporte,https://cdn.futbin.com/content/fifa24/img/players/212218.png,191,187,CB,1994-05-27,€49.5M,€70K,left,Al Nassr,https://cdn.sofifa.net/meta/team/2506/60.png,27,2023-08-24,2026,https://cdn.sofifa.net/flags/es.png,212218.0,112139,1,0,1,11,0,6.37,0,0,0,0,1,0,0,0,0,0,0,11,100,0,0,0,0,0,0,1,0,1,0
Oscar Bobb,Oscar Bobb,O. Bobb,https://cdn.futbin.com/content/fifa24/img/players/277295.png,174,161,RW,2003-07-12,€1.5M,€14K,left,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,52,2019-07-12,2026,https://cdn.sofifa.net/flags/no.png,277295.0,10,4,0,4,52,0,6.37,0,0,0,1,0,0.8,0.5,0,0.3,0.5,0.8,5.8,87,0.3,0,0.5,0.3,0,0.3,0,0,0,0
Kalvin Phillips,Kalvin Phillips,K. Phillips,https://cdn.futbin.com/content/fifa24/img/players/224081.png,178,159,"CDM,CM",1995-12-02,€20M,€105K,right,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,4,2022-07-04,2028,https://cdn.sofifa.net/flags/gb-eng.png,224081.0,10,4,0,4,89,0,6.27,0,0,0,0,0.5,0.3,0.5,0,0.5,1,0,17,89.7,0.3,1,0,0.8,0.5,0.8,0.5,0,0,0
Rico Lewis,Rico Lewis,R. Lewis,https://cdn.futbin.com/content/fifa24/img/players/271574.png,169,154,"RB,CDM",2004-11-21,€7M,€20K,right,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,82,2022-07-01,2028,https://cdn.sofifa.net/flags/gb-eng.png,271574.0,10,5,2,3,168,0,6.24,0,0,0,0,0,0.2,0.8,0,0.4,0,0,18.2,87.9,0,0.2,0,0.2,0.2,0,0,0,0,0
Stefan Ortega,Stefan Ortega Moreno,S. Ortega,https://cdn.futbin.com/content/fifa24/img/players/200159.png,185,194,GK,1992-11-06,€11.5M,€86K,right,Manchester City,https://cdn.sofifa.net/meta/team/9/60.png,18,2022-07-01,2025,https://cdn.sofifa.net/flags/de.png,200159.0,10,1,1,0,90,0,6.20,0,0,0,0,0,0,0,0,0,0,0,56,69.6,0,7,0,0,0,0,0,0,0,0
James McAtee,James McAtee,J. McAtee,https://cdn.futbin.com/content/fifa24/img/players/264349.png,180,159,"CAM,CM",2002-10-18,€3.5M,€37K,left,Sheffield United,https://cdn.sofifa.net/meta/team/21/60.png,28,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/gb-eng.png,264349.0,1794,1,0,1,1,0,6.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cole Palmer,Cole Palmer,C. Palmer,https://cdn.futbin.com/content/fifa24/img/players/257534.png,189,163,"RW,CAM",2002-05-06,€2.5M,€23K,left,Chelsea,https://cdn.sofifa.net/meta/team/18/60.png,20,2023-09-01,2030,https://cdn.sofifa.net/flags/gb-eng.png,257534.0,5,1,0,1,10,0,5.99,0,0,0,0,0,0,0,0,0,1,0,5,80,0,0,0,0,0,1,0,0,0,0
Bruno Fernandes,Bruno Miguel Borges Fernandes,Bruno Fernandes,https://cdn.futbin.com/content/fifa24/img/players/212198.png,179,152,"CAM,CM,RW",1994-09-08,€92M,€260K,right,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,8,2020-01-30,2026,https://cdn.sofifa.net/flags/pt.png,212198.0,11,12,12,0,1080,4,7.25,0,4,3,2,3,0.8,0.9,0.5,0.8,1.7,2.7,54.7,77.3,1.3,4,0.2,2.3,0.6,1.1,1.2,1.8,0.1,0
Luke Shaw,Luke Shaw,L. Shaw,https://cdn.futbin.com/content/fifa24/img/players/205988.png,181,165,"LB,CB",1995-07-12,€35M,€135K,left,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,23,2014-06-27,2027,https://cdn.sofifa.net/flags/gb-eng.png,205988.0,11,2,2,0,180,0,7.18,0,1,0,0,0,0.5,0,0,0.5,2,3,49.5,84.8,1.5,1.5,0.5,1.5,1,1,4.5,0.5,1.5,0
Hannibal Mejbri,Hannibal Mejbri,H. Mejbri,https://cdn.futbin.com/content/fifa24/img/players/258171.png,182,154,"CM,CAM",2003-01-21,€2.9M,€25K,right,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,46,2020-01-21,2026,https://cdn.sofifa.net/flags/tn.png,258171.0,11,2,1,1,116,0,6.98,0,1,1,0,0.5,0.5,1.5,0.5,0.5,2,1,15,93.3,0,0.5,0.5,1.5,0,1,0,1,0.5,0
Diogo Dalot,José Diogo Dalot Teixeira,Diogo Dalot,https://cdn.futbin.com/content/fifa24/img/players/234574.png,184,168,"RB,LB",1999-03-18,€28M,€90K,right,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,20,2018-06-09,2028,https://cdn.sofifa.net/flags/pt.png,234574.0,11,11,10,1,924,0,6.94,0,2,1,0,0.8,0.9,0.5,0,0.3,0.4,1.1,42.6,85.1,1.2,1.7,0,1.9,0.8,0.9,2.5,0.5,0.2,0
Aaron Wan-Bissaka,Aaron Wan-Bissaka,A. Wan-Bissaka,https://cdn.futbin.com/content/fifa24/img/players/229880.png,183,159,RB,1997-11-26,€25.5M,€100K,right,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,29,2019-06-29,2024,https://cdn.sofifa.net/flags/gb-eng.png,229880.0,11,6,5,1,431,1,6.93,0,2,0,1,0,0.8,0.2,0,0.5,1.2,0.7,40.8,85.7,0.2,0.8,0,2.3,1.3,1,2.8,0.7,0.7,0
André Onana,André Onana,A. Onana,https://cdn.futbin.com/content/fifa24/img/players/226753.png,190,205,GK,1996-04-02,€46M,€130K,right,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,24,2023-07-20,2028,https://cdn.sofifa.net/flags/cm.png,226753.0,11,12,12,0,1080,0,6.82,0,3,0,0,0,0,0.2,0,0,0.1,0,33.4,74.6,0,4.2,0,0,0,0,0.2,0,0,0
Scott McTominay,Scott McTominay,S. McTominay,https://cdn.futbin.com/content/fifa24/img/players/237238.png,193,194,"CDM,CM",1996-12-08,€20.5M,€100K,right,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,39,2013-07-01,2025,https://cdn.sofifa.net/flags/gb-sct.png,237238.0,11,9,6,3,518,1,6.80,0,0,3,0,1.1,0.6,0.3,0.2,0.6,1.1,0.1,19.8,82.6,0,0.9,0,1.4,0.7,1,1.2,0.3,0.4,0
Casemiro,Carlos Henrique Venancio Casimiro,Casemiro,https://cdn.futbin.com/content/fifa24/img/players/200145.png,185,185,CDM,1992-02-23,€72M,€240K,right,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,18,2022-08-19,2026,https://cdn.sofifa.net/flags/br.png,200145.0,11,8,8,0,650,0,6.79,0,1,1,0,1.9,0.4,0.6,0.3,1.1,0.8,0.9,53.8,82.8,0.3,3,0,2.6,0.6,1.4,2,1.9,0.6,0
Harry Maguire,Harry Maguire,H. Maguire,https://cdn.futbin.com/content/fifa24/img/players/203263.png,193,220,CB,1993-03-05,€14.5M,€100K,right,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,5,2019-08-05,2024,https://cdn.sofifa.net/flags/gb-eng.png,203263.0,11,7,5,2,476,0,6.75,0,0,0,1,0.1,0,0.7,0.3,0,0.4,0.3,54.7,85.4,0.1,6.1,0,0.4,0.4,1,3.1,0.1,1.1,0
Marcus Rashford,Marcus Rashford,M. Rashford,https://cdn.futbin.com/content/fifa24/img/players/231677.png,186,154,"LW,LM,ST",1997-10-31,€71.5M,€185K,right,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,10,2015-11-21,2028,https://cdn.sofifa.net/flags/gb-eng.png,231677.0,11,11,11,0,937,0,6.75,0,1,1,1,3.3,2.3,0.7,0.2,1.7,2.2,1.2,25.8,81.7,0,1.1,0.1,0.2,0.1,0.4,0.5,0.5,0.1,0
Jonny Evans,Jonny Evans,Jonny Evans,,0,0,,,,,,Manchester United,,,,,,,,6,5,1,449,0,6.63,0,1,0,1,0.2,0,0.8,0,0.2,0.2,0.5,48.2,86.5,0,1,0.2,0.7,0.5,1,4,0.5,0.3,0
Sofyan Amrabat,Sofyan Amrabat,S. Amrabat,https://cdn.futbin.com/content/fifa24/img/players/224158.png,185,165,"CDM,CM",1996-08-21,€25M,€56K,right,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,4,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/ma.png,224158.0,11,5,4,1,314,0,6.51,0,2,0,0,0.2,0,0.8,0,0.8,0.6,0.6,50.2,89.2,0,3.6,0,2.6,0.6,1.8,0.8,0.6,0.4,0
Antony,Antony Matheus dos Santos,Antony,https://cdn.futbin.com/content/fifa24/img/players/255475.png,172,139,"RW,RM",2000-02-24,€40.5M,€120K,left,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,21,2022-09-01,2027,https://cdn.sofifa.net/flags/br.png,255475.0,11,9,6,3,492,0,6.50,0,2,0,0,1.8,0.8,1.7,0,0.4,1.4,1,21.8,78.6,0.1,0.6,0,0.9,0.7,0.7,0.1,0.9,0,0
Raphaël Varane,Raphaël Varane,R. Varane,https://cdn.futbin.com/content/fifa24/img/players/201535.png,191,179,CB,1993-04-25,€44M,€160K,right,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,19,2021-07-27,2025,https://cdn.sofifa.net/flags/fr.png,201535.0,11,8,4,4,342,0,6.45,0,0,1,0,0.6,0.1,0,0.1,0.3,0.1,0.1,32.9,92.4,0,0.8,0,0.6,0.1,0.3,2.5,0.3,0.3,0
Victor Lindelöf,Victor Jörgen Nilsson Lindelöf,V. Lindelöf,https://cdn.futbin.com/content/fifa24/img/players/221660.png,187,176,CB,1994-07-17,€20M,€110K,right,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,2,2017-07-01,2024,https://cdn.sofifa.net/flags/se.png,221660.0,11,10,8,2,766,1,6.44,0,1,1,1,0.2,0.1,0.2,0.2,0.3,0.2,0.6,58.5,91.5,0,1.6,0.1,0.6,0.7,0.7,1.4,0.5,0.5,0
Sergio Reguilón,Sergio Reguilón,Sergio Reguilón,,0,0,,,,,,Manchester United,,,,,,,,4,3,1,260,0,6.41,0,1,0,0,0.3,0.5,1.5,0.5,0.3,0.8,0.8,32,82.8,0.5,0.5,0,1.5,0.5,0.8,0.8,1.5,0,0
Alejandro Garnacho,Alejandro Garnacho Ferreyra,Alejandro Garnacho,https://cdn.futbin.com/content/fifa24/img/players/268438.png,180,159,"LW,LM",2004-07-01,€13.5M,€54K,right,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,49,2021-07-28,2028,https://cdn.sofifa.net/flags/ar.png,268438.0,11,10,4,6,402,0,6.40,0,1,0,0,1.5,0.9,1.4,0.5,1.2,1.3,0.9,16.8,83.3,0.1,0.5,0,0.4,0.4,0.5,0.1,0.6,0,0
Christian Eriksen,Christian Dannemann Eriksen,C. Eriksen,https://cdn.futbin.com/content/fifa24/img/players/190460.png,181,168,"CM,CDM",1992-02-14,€30M,€145K,right,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,14,2022-07-15,2025,https://cdn.sofifa.net/flags/dk.png,190460.0,11,11,6,5,606,0,6.38,0,0,1,1,0.5,0.2,0.1,0,0.7,0.2,0.7,36.3,83.5,0.3,1.4,0.1,0.9,0.3,0.4,0.5,1.1,0.5,0
Mason Mount,Mason Mount,M. Mount,https://cdn.futbin.com/content/fifa24/img/players/233064.png,181,163,"CAM,RW,CM",1999-01-10,€35M,€110K,right,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,7,2023-07-05,2028,https://cdn.sofifa.net/flags/gb-eng.png,233064.0,11,8,4,4,401,0,6.37,0,1,0,0,0.4,0.5,0.8,0,0.8,1.1,0.6,18.6,84.6,0.4,0.6,0,2,0.4,0.9,0.1,1.1,0.1,0
Facundo Pellistri,Facundo Pellistri Rebollo,F. Pellistri,https://cdn.futbin.com/content/fifa24/img/players/253283.png,175,143,"RW,LW",2001-12-20,€4.2M,€45K,right,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,28,2020-10-05,2025,https://cdn.sofifa.net/flags/uy.png,253283.0,11,5,1,4,111,0,6.30,0,0,0,1,0.4,0.6,1,0,0.4,0.8,0.2,9.2,80.4,0,0,0,0.4,0.2,0.6,0.6,0.4,0,0
Jadon Sancho,Jadon Sancho,J. Sancho,https://cdn.futbin.com/content/fifa24/img/players/233049.png,180,168,"LW,LM",2000-03-25,€43.5M,€130K,right,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,25,2021-07-23,2026,https://cdn.sofifa.net/flags/gb-eng.png,233049.0,11,3,0,3,77,0,6.25,0,0,0,0,0,1,0.7,0.3,0.7,0,0.3,13.7,82.9,0,0,0,0.3,0.3,0,0,0.7,0,0
Rasmus Højlund,Rasmus Winther Højlund,R. Højlund,https://cdn.futbin.com/content/fifa24/img/players/259399.png,191,174,ST,2003-02-04,€18M,€72K,left,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,11,2023-08-05,2028,https://cdn.sofifa.net/flags/dk.png,259399.0,11,9,8,1,651,0,6.22,0,0,0,0,1.6,0.9,0.6,0.4,1.3,1.9,0.8,12.3,75.7,0.1,0,0,0.2,0,0.7,0.9,0.1,0,0
Anthony Martial,Anthony Martial,A. Martial,https://cdn.futbin.com/content/fifa24/img/players/211300.png,184,168,ST,1995-12-05,€24.5M,€125K,right,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,9,2015-09-01,2024,https://cdn.sofifa.net/flags/fr.png,211300.0,11,10,2,8,243,0,6.18,0,0,0,0,0.4,0.1,0.2,0.3,0.4,1,0.5,7.5,86.7,0,0.1,0,0.3,0,0.2,0,0,0,0
Lisandro Martínez,Lisandro Martínez,L. Martínez,https://cdn.futbin.com/content/fifa24/img/players/239301.png,178,170,CB,1998-01-18,€49.5M,€140K,left,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,6,2022-07-27,2027,https://cdn.sofifa.net/flags/ar.png,239301.0,11,5,5,0,378,0,6.17,0,2,0,1,0,0.4,0.4,0,0.4,0.2,0.6,52.6,93.2,0,1.4,0,1.4,0.4,0.4,2,1.4,0.4,1
Donny van de Beek,Donny van de Beek,D. van de Beek,https://cdn.futbin.com/content/fifa24/img/players/221363.png,184,163,"CM,CAM,CDM",1997-04-18,€13.5M,€95K,right,Manchester United,https://cdn.sofifa.net/meta/team/14/60.png,34,2020-09-02,2025,https://cdn.sofifa.net/flags/nl.png,221363.0,11,1,0,1,2,0,6.02,0,0,0,0,1,0,0,0,0,1,1,1,100,0,0,0,0,0,0,0,0,0,0
Anthony Gordon,Anthony Gordon,A. Gordon,https://cdn.futbin.com/content/fifa24/img/players/242964.png,183,159,"LW,RW,LM",2001-02-24,€17M,€78K,right,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,10,2023-01-29,2028,https://cdn.sofifa.net/flags/gb-eng.png,242964.0,13,11,10,1,884,1,7.28,0,6,4,2,1.9,1.5,2,0.1,1.4,2.5,0.8,25.2,85.6,0.3,1.2,0.1,2,0.1,0.9,0.2,1.6,0,0
Kieran Trippier,Kieran Trippier,K. Trippier,https://cdn.futbin.com/content/fifa24/img/players/186345.png,173,157,RB,1990-09-19,€37.5M,€150K,right,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,2,2022-01-07,2025,https://cdn.sofifa.net/flags/gb-eng.png,186345.0,13,12,12,0,1039,1,7.28,0,3,0,6,0.2,0.7,1,0.1,0.7,0.7,2.8,72.6,82.5,2.7,3.4,0,1.4,0.6,1.1,1.2,1.3,0.5,0
Bruno Guimarães,Bruno Guimarães Rodriguez Moura,Bruno Guimarães,https://cdn.futbin.com/content/fifa24/img/players/247851.png,182,163,"CM,CDM",1997-11-16,€55.5M,€145K,right,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,39,2022-01-31,2026,https://cdn.sofifa.net/flags/br.png,247851.0,13,11,11,0,955,2,7.11,0,5,1,1,0.9,1.7,2.4,0,1.5,1.5,1.5,58.8,87.3,0.1,3.5,0.3,1.7,0.6,1.7,0.5,1.2,0.3,0
Sven Botman,Sven Botman,S. Botman,https://cdn.futbin.com/content/fifa24/img/players/251809.png,193,179,CB,2000-01-12,€47M,€105K,left,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,4,2022-07-01,2027,https://cdn.sofifa.net/flags/nl.png,251809.0,13,5,5,0,447,0,7.06,0,1,1,1,1,0,0.4,0.2,0,0.2,0.4,69.6,92.2,0,2,0,1.2,0.8,0.4,3,0.2,0.6,0
Alexander Isak,Alexander Isak,A. Isak,https://cdn.futbin.com/content/fifa24/img/players/233731.png,192,170,"ST,LW",1999-09-21,€39.5M,€110K,right,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,14,2022-08-26,2028,https://cdn.sofifa.net/flags/se.png,233731.0,13,8,6,2,497,2,7.06,0,0,6,0,2.3,1.5,0.6,0.3,0.4,1.6,0.5,11.4,80.2,0,0.1,0,0.1,0,0.6,0.1,0.4,0,0
Jacob Murphy,Jacob Murphy,J. Murphy,https://cdn.futbin.com/content/fifa24/img/players/206085.png,179,163,"RW,LW",1995-02-24,€7.5M,€90K,right,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,23,2017-07-19,2027,https://cdn.sofifa.net/flags/gb-eng.png,206085.0,13,5,1,4,120,1,6.98,0,0,1,3,0.8,0.6,0.2,0,0.6,1,0.8,9,77.8,0.2,0.2,0.4,0.4,0,0.2,0.6,0,0,0
Callum Wilson,Callum Wilson,C. Wilson,https://cdn.futbin.com/content/fifa24/img/players/196978.png,180,146,ST,1992-02-27,€25.5M,€135K,right,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,9,2020-09-07,2025,https://cdn.sofifa.net/flags/gb-eng.png,196978.0,13,10,5,5,481,0,6.85,0,1,7,0,2.1,0.8,0.6,0.1,1.9,2.3,0.1,7.8,60.3,0,0.1,0,0.2,0,1,0.1,0.1,0,0
Fabian Schär,Fabian Lukas Schär,F. Schär,https://cdn.futbin.com/content/fifa24/img/players/210047.png,188,185,CB,1991-12-20,€21M,€115K,right,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,5,2018-07-26,2024,https://cdn.sofifa.net/flags/ch.png,210047.0,13,12,12,0,1080,0,6.85,0,2,0,0,0.8,0.3,0.6,0,0.3,0.4,0.1,69.2,85.8,0,5.5,0.1,1.4,0.9,0.8,3.4,0.4,0.7,0
Dan Burn,Dan Burn,D. Burn,https://cdn.futbin.com/content/fifa24/img/players/198032.png,198,192,"CB,LB",1992-05-09,€12M,€95K,left,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,33,2022-01-31,2025,https://cdn.sofifa.net/flags/gb-eng.png,198032.0,13,11,11,0,946,0,6.84,0,2,1,0,0.7,0.1,0.5,0.2,0.5,0.4,0.3,48.3,83.6,0.2,0.5,0.1,1.5,0.9,1.1,2.4,1.5,0.7,0
Nick Pope,Nick Pope,N. Pope,https://cdn.futbin.com/content/fifa24/img/players/203841.png,199,168,GK,1992-04-19,€22.5M,€110K,right,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,22,2022-06-23,2026,https://cdn.sofifa.net/flags/gb-eng.png,203841.0,13,12,12,0,1080,0,6.77,0,0,0,0,0.1,0,0.2,0,0,0,0,20.4,73.9,0,2.7,0,0,0,0,1.4,0.1,0,0
Miguel Almirón,Miguel Ángel Almirón Rejala,M. Almirón,https://cdn.futbin.com/content/fifa24/img/players/230977.png,174,154,"RW,RM",1994-02-10,€25.5M,€130K,left,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,24,2019-01-31,2026,https://cdn.sofifa.net/flags/py.png,230977.0,13,12,10,2,755,0,6.71,0,1,2,0,1.3,0.6,0.6,0.2,0.7,0.8,0.4,25.9,83.6,0,0.5,0,1.1,0.5,0.5,0.3,0.7,0,0
Jamaal Lascelles,Jamaal Lascelles,J. Lascelles,https://cdn.futbin.com/content/fifa24/img/players/203487.png,188,183,CB,1993-11-11,€4.7M,€74K,right,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,6,2014-08-09,2024,https://cdn.sofifa.net/flags/gb-eng.png,203487.0,13,7,6,1,556,0,6.70,0,2,0,0,0.4,0.1,0.3,0.1,0.3,0,0.1,62.1,86.2,0,1,0,1,0.3,1.6,2.9,0.6,1.3,0
Joelinton,Joelinton Cassio Apolinário de Lira,Joelinton,https://cdn.futbin.com/content/fifa24/img/players/223334.png,186,179,"CM,LW",1996-08-14,€35.5M,€125K,right,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,7,2019-07-23,2024,https://cdn.sofifa.net/flags/br.png,223334.0,13,9,8,1,640,1,6.68,0,1,0,1,0.8,0.9,0.6,0,1.3,1.2,1.2,29.4,83.8,0,0.3,0.1,1.6,1,1.7,0.7,0.9,0.2,0
Sean Longstaff,Sean Longstaff,S. Longstaff,https://cdn.futbin.com/content/fifa24/img/players/237161.png,180,143,CM,1997-10-30,€18.5M,€89K,right,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,36,2015-06-30,2025,https://cdn.sofifa.net/flags/gb-eng.png,237161.0,13,12,8,4,809,0,6.66,0,4,2,1,1.1,0.2,1.5,0.1,1.3,0.8,0.5,31.2,81.3,0.3,1.8,0,1.3,0.3,0.3,0.7,1.2,0.3,0
Elliot Anderson,Elliott Anderson,E. Anderson,https://cdn.futbin.com/content/fifa24/img/players/254243.png,179,154,"CM,LW",2002-11-06,€5M,€43K,right,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,32,2019-11-08,2026,https://cdn.sofifa.net/flags/gb-sct.png,254243.0,13,9,4,5,409,0,6.60,0,0,0,1,0.8,0.9,0.8,0,1.1,1.7,0.7,19.2,83.2,0.2,0.3,0,0.9,0.2,0.7,0.7,0.7,0.3,0
Lewis Hall,Lewis Hall,L. Hall,https://cdn.futbin.com/content/fifa24/img/players/266127.png,179,157,"LB,LWB",2004-09-08,€2.1M,€6K,left,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,20,undefined,"jun 30, 2024",https://cdn.sofifa.net/flags/gb-eng.png,266127.0,13,2,1,1,55,0,6.56,0,0,0,0,0.5,0.5,0,0,1,0.5,0,13.5,77.8,0,0.5,0,2,0.5,0,0,1,0,0
Sandro Tonali,Sandro Tonali,S. Tonali,https://cdn.futbin.com/content/fifa24/img/players/241096.png,181,174,"CDM,CM",2000-05-08,€84M,€140K,right,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,8,2023-07-03,2028,https://cdn.sofifa.net/flags/it.png,241096.0,13,8,5,3,439,0,6.53,0,2,1,0,0.4,0.4,0.8,0,0.3,0.5,0.9,33.4,88,0.5,0.9,0,0.9,0.3,1.1,0.5,0.8,0,0
Lewis Miley,Lewis Miley,L. Miley,https://cdn.futbin.com/content/fifa24/img/players/274246.png,189,150,"CM,CDM,CAM",2006-05-01,€1.5M,€2K,right,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,67,2023-02-11,2024,https://cdn.sofifa.net/flags/gb-eng.png,274246.0,13,1,1,0,66,0,6.53,0,0,0,0,0,0,0,0,0,0,0,42,88.1,0,2,0,1,2,0,3,0,0,0
Harvey Barnes,Harvey Lewis Barnes,H. Barnes,https://cdn.futbin.com/content/fifa24/img/players/234742.png,185,159,"LW,LM",1997-12-09,€28M,€115K,right,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,15,2023-07-23,2028,https://cdn.sofifa.net/flags/gb-eng.png,234742.0,13,6,2,4,185,0,6.45,0,1,1,1,1,0.5,1.2,0,0.7,0.3,0.3,10.7,81.3,0,0,0,0.2,0.2,0.2,0,0.2,0,0
Joe Willock,Joseph Willock,J. Willock,https://cdn.futbin.com/content/fifa24/img/players/237329.png,186,157,CM,1999-08-20,€21M,€81K,right,Newcastle United,https://cdn.sofifa.net/meta/team/20/60.png,28,2021-08-13,2027,https://cdn.sofifa.net/flags/gb-eng.png,237329.0,13,3,1,2,136,0,6.34,0,0,0,0,0.3,1.3,0,0,0.3,2,0.7,16.3,81.6,0.3,1.3,0,1,0,0,0.3,1,0,0
